Year,"Country of origin","Country of asylum",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2020,Türkiye,Uganda,G,FI,P,16,0,0,0,16
2023,"South Sudan",Uganda,G,FI,P,5,0,0,18,23
2024,Pakistan,Uganda,G,FI,P,83,0,0,5,88
2024,Türkiye,Uganda,G,FI,P,10,0,0,0,10
2014,"Central African Rep.",Uganda,G,FA,P,5,0,0,0,5
2021,Somalia,Uganda,G,FI,P,7587,0,0,0,7587
2022,Türkiye,Uganda,G,FI,P,20,0,0,0,20
2023,Burundi,Uganda,G,AR,P,5,0,0,0,5
2018,Somalia,Uganda,G,FI,P,5771,0,0,5330,11101
2023,Türkiye,Uganda,G,FI,P,11,0,0,0,11
2021,Pakistan,Uganda,G,FI,P,5,0,0,11,16
2024,"South Sudan",Uganda,G,FI,P,0,0,0,20,20
2017,"Central African Rep.",Uganda,G,FA,P,5,0,0,0,5
2020,Sudan,Uganda,G,FI,P,58,0,0,0,58
2015,Somalia,Uganda,G,FA,P,7351,0,0,0,7351
2019,Somalia,Uganda,G,FI,P,12107,0,0,2859,14966
2023,Cameroon,Uganda,G,FI,P,0,0,0,5,5
2017,Yemen,Uganda,G,FA,P,35,0,0,0,35
2023,Eritrea,Uganda,G,AR,P,0,0,0,10,10
2024,Sudan,Uganda,G,FI,P,5,0,0,62,67
2016,India,Uganda,G,FA,P,0,0,0,26,26
2022,Ethiopia,Uganda,G,AR,P,13,0,0,0,13
2020,"Syrian Arab Rep.",Uganda,G,FI,P,10,0,0,0,10
2022,"Syrian Arab Rep.",Uganda,G,FI,P,10,0,0,0,10
2015,"South Sudan",Uganda,G,FA,P,34,0,0,0,34
2022,Mali,Uganda,G,FI,P,5,0,0,0,5
2023,"Syrian Arab Rep.",Uganda,G,FI,P,5,0,0,0,5
2024,"Central African Rep.",Uganda,G,FI,P,5,0,0,0,5
2016,Yemen,Uganda,G,FA,P,31,0,0,0,31
2019,Türkiye,Uganda,G,FI,P,20,0,0,0,20
2016,Kenya,Uganda,G,FA,P,0,0,0,10,10
2024,"Syrian Arab Rep.",Uganda,G,FI,P,11,0,0,0,11
2023,Pakistan,Uganda,G,FI,P,217,0,0,0,217
2018,Palestinian,Uganda,G,FI,P,0,0,0,5,5
2021,Ethiopia,Uganda,G,AR,P,12,0,0,0,12
2018,"Dem. Rep. of the Congo",Uganda,G,AR,P,10,0,0,0,10
2016,"South Sudan",Uganda,G,FA,P,20,0,0,15,35
2017,Sudan,Ukraine,G,FI,P,0,0,0,10,10
2018,Lebanon,Ukraine,G,FI,P,0,0,0,12,12
2017,Sudan,Ukraine,U,FI,P,5,0,0,0,5
2015,Lebanon,Ukraine,G,JR,P,0,0,0,5,5
2018,Belarus,Ukraine,G,FI,P,0,0,0,11,11
2021,India,Ukraine,G,FI,P,0,0,0,10,10
2018,Algeria,Ukraine,G,FI,P,0,0,0,5,5
2019,Cuba,Ukraine,G,FI,P,0,0,0,5,5
2021,Congo,Ukraine,G,FI,P,0,0,0,5,5
2021,Uzbekistan,Ukraine,G,JR,P,0,0,0,5,5
2022,Egypt,Ukraine,G,FI,P,5,0,0,5,10
2015,Cameroon,Ukraine,G,FI,P,0,0,0,12,12
2015,Cameroon,Ukraine,U,FI,P,0,0,0,5,5
2021,Senegal,Ukraine,G,FI,P,0,0,0,5,5
2020,Algeria,Ukraine,G,FI,P,0,0,0,5,5
2022,Libya,Ukraine,G,FI,P,0,0,0,5,5
2016,"Russian Federation",Ukraine,U,FI,P,0,0,0,10,10
2019,"Sri Lanka",Ukraine,G,JR,P,0,0,0,41,41
2014,Tajikistan,Ukraine,G,FI,P,0,0,0,5,5
2017,Afghanistan,Ukraine,U,FI,P,21,0,0,0,21
2016,Türkiye,Ukraine,G,FI,P,0,0,0,10,10
2018,Angola,Ukraine,G,FI,P,0,0,0,5,5
2014,Somalia,Ukraine,U,FI,P,5,0,0,5,10
2019,Egypt,Ukraine,G,JR,P,0,0,0,5,5
2021,"Sierra Leone",Ukraine,G,FI,P,0,0,0,5,5
2022,Tunisia,Ukraine,G,JR,P,0,0,0,5,5
2015,Congo,Ukraine,G,JR,P,5,0,0,0,5
2021,Palestinian,Ukraine,G,FI,P,0,0,0,5,5
2022,Myanmar,Ukraine,G,FI,P,0,0,0,5,5
2016,"Saint Lucia",Ukraine,G,FI,P,0,0,0,5,5
2022,Lebanon,Ukraine,G,FI,P,0,0,0,13,13
2019,Senegal,Ukraine,G,FI,P,0,0,0,5,5
2021,"Sri Lanka",Ukraine,G,FI,P,0,0,0,5,5
2020,Guinea,Ukraine,G,FI,P,0,0,0,11,11
2022,"Iran (Islamic Rep. of)",Ukraine,G,FI,P,0,0,0,14,14
2014,Pakistan,Ukraine,G,JR,P,5,0,0,0,5
2017,Lithuania,Ukraine,G,FI,P,0,0,0,5,5
2016,Nepal,Ukraine,G,FI,P,0,0,0,5,5
2018,Tajikistan,Ukraine,U,FI,P,5,0,0,0,5
2015,Bangladesh,Ukraine,G,JR,P,0,0,0,5,5
2022,Azerbaijan,Ukraine,G,FI,P,0,0,0,19,19
2019,Armenia,Ukraine,G,FI,P,0,0,0,17,17
2015,Uzbekistan,Ukraine,U,FI,P,0,0,0,5,5
2017,Nigeria,Ukraine,G,JR,P,0,0,0,17,17
2022,Ghana,Ukraine,G,JR,P,0,0,0,5,5
2014,Kazakhstan,Ukraine,G,FI,P,5,0,0,0,5
2019,"Rep. of Moldova",Ukraine,G,FI,P,0,0,0,5,5
2017,Uzbekistan,Ukraine,U,FI,P,5,0,0,0,5
2019,"Sierra Leone",Ukraine,G,JR,P,0,0,0,5,5
2015,Afghanistan,Ukraine,U,FI,P,31,0,0,20,51
2014,"Viet Nam",Ukraine,G,FI,P,5,0,0,0,5
2021,Somalia,Ukraine,G,FI,P,0,5,0,0,5
2015,Guinea,Ukraine,U,FI,P,0,0,0,5,5
2021,Zambia,Ukraine,G,FI,P,0,0,0,5,5
2018,Somalia,Ukraine,U,FI,P,5,0,0,0,5
2019,Eritrea,Ukraine,G,JR,P,0,0,0,12,12
2021,Ghana,Ukraine,G,FI,P,0,0,0,15,15
2022,Iraq,Ukraine,G,FI,P,0,0,0,23,23
2014,Eritrea,Ukraine,G,JR,P,5,0,0,0,5
2020,Eritrea,Ukraine,G,FI,P,0,0,0,5,5
2019,Tajikistan,Ukraine,U,FI,P,5,0,0,0,5
2016,"Sri Lanka",Ukraine,G,FI,P,0,0,0,17,17
2021,Zimbabwe,Ukraine,G,FI,P,0,0,0,5,5
2016,Azerbaijan,Ukraine,G,FI,P,0,0,0,5,5
2015,Eritrea,Ukraine,G,JR,P,0,0,0,5,5
2014,Türkiye,Ukraine,U,FI,P,0,0,0,5,5
2019,"Western Sahara",Ukraine,G,JR,P,0,0,0,5,5
2020,Sudan,Ukraine,G,FI,P,0,0,0,11,11
2019,Burundi,Ukraine,G,JR,P,0,0,0,5,5
2015,Somalia,Ukraine,U,FI,P,5,0,0,12,17
2016,Nigeria,Ukraine,G,FI,P,0,0,0,5,5
2016,"Sierra Leone",Ukraine,G,JR,P,0,0,0,5,5
2022,Guinea,Ukraine,G,FI,P,0,0,0,13,13
2017,Somalia,Ukraine,U,FI,P,5,0,0,0,5
2019,Togo,Ukraine,G,FI,P,0,0,0,5,5
2022,Eritrea,Ukraine,G,FI,P,0,0,0,15,15
2017,Egypt,Ukraine,G,FI,P,5,0,0,0,5
2017,Togo,Ukraine,G,JR,P,0,0,0,18,18
2014,Azerbaijan,Ukraine,G,JR,P,5,0,0,0,5
2014,"Russian Federation",Ukraine,G,JR,P,5,0,0,5,10
2014,Ethiopia,Ukraine,G,FI,P,0,0,0,5,5
2019,Kyrgyzstan,Ukraine,G,JR,P,0,0,0,122,122
2023,Bangladesh,Ukraine,G,JR,P,0,0,0,5,5
2021,Poland,Ukraine,G,FI,P,0,0,0,5,5
2016,Uzbekistan,Ukraine,U,FI,P,0,0,0,5,5
2015,Angola,Ukraine,G,FI,P,0,0,0,5,5
2015,Kyrgyzstan,Ukraine,G,JR,P,0,0,0,5,5
2022,Cameroon,Ukraine,G,JR,P,0,0,0,13,13
2015,Ethiopia,Ukraine,G,JR,P,0,0,0,5,5
2022,Bangladesh,Ukraine,G,FI,P,0,0,0,69,69
2019,"Cote d'Ivoire",Ukraine,G,FI,P,0,0,0,11,11
2017,Armenia,Ukraine,G,FI,P,0,0,0,5,5
2018,Kyrgyzstan,Ukraine,G,FI,P,0,0,0,5,5
2016,"Rep. of Moldova",Ukraine,G,FI,P,0,0,0,5,5
2017,China,Ukraine,G,FI,P,0,0,0,5,5
2022,Nigeria,Ukraine,G,JR,P,0,0,0,10,10
2017,Zimbabwe,Ukraine,G,FI,P,0,0,0,5,5
2015,"Cote d'Ivoire",Ukraine,G,JR,P,0,0,0,5,5
2018,Ethiopia,Ukraine,G,FI,P,0,0,0,5,5
2021,Guinea,Ukraine,G,FI,P,0,0,0,10,10
2016,India,Ukraine,G,FI,P,0,0,0,12,12
2022,Kazakhstan,Ukraine,G,JR,P,0,0,0,10,10
2014,Sudan,Ukraine,G,JR,P,5,0,0,5,10
2020,Congo,Ukraine,G,FI,P,0,0,0,5,5
2019,"Viet Nam",Ukraine,G,JR,P,0,0,0,5,5
2020,Gambia,Ukraine,G,FI,P,0,0,0,5,5
2022,Ethiopia,Ukraine,G,JR,P,0,0,0,5,5
2022,Congo,Ukraine,G,FI,P,0,0,0,5,5
2017,Kyrgyzstan,Ukraine,G,FI,P,0,0,0,14,14
2019,Liberia,Ukraine,G,FI,P,0,0,0,5,5
2016,Tajikistan,Ukraine,G,FI,P,0,0,0,11,11
2021,Kyrgyzstan,Ukraine,G,FI,P,0,0,0,5,5
2016,Afghanistan,Ukraine,U,FI,P,17,0,0,5,22
2019,India,Ukraine,G,FI,P,0,0,0,5,5
2023,"Syrian Arab Rep.",Ukraine,G,FI,P,0,10,0,0,10
2015,Chad,Ukraine,U,FI,P,0,0,0,5,5
2022,Belarus,Ukraine,G,JR,P,0,0,0,5,5
2015,Türkiye,Ukraine,U,FI,P,0,0,0,5,5
2014,Palestinian,Ukraine,G,JR,P,5,0,0,5,10
2019,Türkiye,Ukraine,G,FI,P,5,0,0,5,10
2017,Cameroon,Ukraine,G,FI,P,0,0,0,17,17
2022,Kyrgyzstan,Ukraine,G,FI,P,0,0,0,15,15
2019,Myanmar,Ukraine,G,JR,P,0,0,0,5,5
2022,Algeria,Ukraine,G,FI,P,0,0,0,12,12
2015,Armenia,Ukraine,G,FI,P,0,0,0,5,5
2019,Belarus,Ukraine,G,JR,P,0,0,0,24,24
2022,"Cote d'Ivoire",Ukraine,G,FI,P,0,0,0,10,10
2014,"Iran (Islamic Rep. of)",Ukraine,U,FI,P,0,0,0,5,5
2023,Pakistan,Ukraine,G,JR,P,0,0,0,5,5
2014,Uzbekistan,Ukraine,U,FI,P,0,0,0,5,5
2019,Palestinian,Ukraine,G,FI,P,0,0,0,49,49
2016,Georgia,Ukraine,G,JR,P,0,0,0,5,5
2021,Azerbaijan,Ukraine,G,FI,P,0,0,0,5,5
2019,Algeria,Ukraine,G,FI,P,0,0,0,5,5
2017,India,Ukraine,G,FI,P,0,0,0,12,12
2018,Palestinian,Ukraine,G,FI,P,0,0,0,5,5
2017,Congo,Ukraine,G,FI,P,0,0,0,5,5
2016,Belarus,Ukraine,G,JR,P,0,0,0,5,5
2019,Nepal,Ukraine,G,JR,P,0,0,0,15,15
2016,"Viet Nam",Ukraine,G,FI,P,0,0,0,5,5
2019,Uganda,Ukraine,G,JR,P,0,0,0,5,5
2022,Turkmenistan,Ukraine,G,FI,P,0,0,0,5,5
2014,"Dem. Rep. of the Congo",Ukraine,U,FI,P,5,0,0,5,10
2022,Palestinian,Ukraine,G,FI,P,0,0,0,17,17
2023,Uzbekistan,Ukraine,G,FI,P,0,5,0,0,5
2019,Georgia,Ukraine,G,FI,P,0,0,0,38,38
2022,Liberia,Ukraine,G,FI,P,0,0,0,5,5
2024,Tajikistan,Ukraine,G,JR,P,0,0,0,5,5
2019,Angola,Ukraine,G,JR,P,0,0,0,12,12
2022,India,Ukraine,G,JR,P,0,0,0,5,5
2015,Georgia,Ukraine,G,FI,P,0,0,0,14,14
2019,Sudan,Ukraine,G,JR,P,0,0,0,64,64
2015,"Iran (Islamic Rep. of)",Ukraine,U,FI,P,5,0,0,0,5
2017,Sudan,Ukraine,G,JR,P,0,0,0,12,12
2023,Somalia,Ukraine,G,JR,P,0,0,0,5,5
2018,Georgia,Ukraine,G,FI,P,0,0,0,5,5
2021,India,Ukraine,G,JR,P,0,0,0,5,5
2019,Cuba,Ukraine,G,JR,P,0,0,0,5,5
2016,Stateless,Ukraine,G,FI,P,0,0,0,10,10
2014,Iraq,Ukraine,U,FI,P,0,0,0,5,5
2019,Cambodia,Ukraine,G,JR,P,0,0,0,5,5
2021,Gambia,Ukraine,G,FI,P,0,0,0,5,5
2022,Libya,Ukraine,G,JR,P,0,0,0,10,10
2019,Ghana,Ukraine,G,FI,P,0,0,0,10,10
2014,Turkmenistan,Ukraine,G,JR,P,5,0,0,0,5
2018,"Sri Lanka",Ukraine,G,FI,P,0,0,0,5,5
2021,"Syrian Arab Rep.",Ukraine,G,JR,P,12,5,0,0,17
2014,Somalia,Ukraine,G,JR,P,14,0,0,0,14
2019,Egypt,Ukraine,G,FI,P,0,0,0,12,12
2018,Ghana,Ukraine,G,FI,P,0,0,0,5,5
2020,Angola,Ukraine,G,FI,P,0,0,0,5,5
2015,"Sri Lanka",Ukraine,G,JR,P,0,0,0,14,14
2014,Algeria,Ukraine,G,FI,P,0,0,0,5,5
2021,Bangladesh,Ukraine,G,FI,P,0,0,0,20,20
2015,Congo,Ukraine,G,FI,P,0,0,0,5,5
2017,Georgia,Ukraine,G,JR,P,0,0,0,25,25
2014,Jordan,Ukraine,G,FI,P,0,5,0,0,5
2018,Nigeria,Ukraine,G,FI,P,0,0,0,31,31
2016,Sudan,Ukraine,G,FI,P,0,0,0,12,12
2022,Yemen,Ukraine,G,JR,P,0,0,0,42,42
2017,"Sri Lanka",Ukraine,G,FI,P,0,0,0,5,5
2017,Senegal,Ukraine,G,FI,P,0,0,0,5,5
2021,"Dem. Rep. of the Congo",Ukraine,G,FI,P,0,0,0,11,11
2016,Guinea,Ukraine,U,FI,P,5,0,0,0,5
2022,Azerbaijan,Ukraine,G,JR,P,0,0,0,5,5
2017,Nigeria,Ukraine,G,FI,P,0,0,0,5,5
2019,Armenia,Ukraine,G,JR,P,0,0,0,11,11
2021,Georgia,Ukraine,G,FI,P,0,0,0,5,5
2022,Ghana,Ukraine,G,FI,P,0,0,0,5,5
2022,Stateless,Ukraine,G,JR,P,0,0,0,10,10
2023,Yemen,Ukraine,G,JR,P,0,0,0,5,5
2020,Egypt,Ukraine,G,FI,P,0,0,0,5,5
2017,Algeria,Ukraine,G,FI,P,0,0,0,5,5
2021,Afghanistan,Ukraine,U,FI,P,5,0,0,0,5
2015,"Syrian Arab Rep.",Ukraine,U,FI,P,11,0,0,5,16
2015,Nigeria,Ukraine,U,FI,P,0,0,0,5,5
2019,China,Ukraine,G,JR,P,0,0,0,5,5
2019,Jordan,Ukraine,G,FI,P,0,0,0,11,11
2020,Kyrgyzstan,Ukraine,G,FI,P,5,0,0,0,5
2022,"Sri Lanka",Ukraine,G,FI,P,0,0,0,10,10
2022,Türkiye,Ukraine,G,JR,P,0,0,0,5,5
2015,"Dem. Rep. of the Congo",Ukraine,G,JR,P,14,0,0,0,14
2018,Guinea,Ukraine,G,FI,P,0,0,0,10,10
2016,Senegal,Ukraine,G,FI,P,0,0,0,5,5
2017,Israel,Ukraine,G,FI,P,0,0,0,5,5
2019,Haiti,Ukraine,G,FI,P,0,0,0,5,5
2018,Yemen,Ukraine,G,JR,P,0,0,0,5,5
2014,Kyrgyzstan,Ukraine,G,FI,P,0,0,0,5,5
2021,Pakistan,Ukraine,G,JR,P,5,0,0,0,5
2015,Eritrea,Ukraine,U,FI,P,5,0,0,0,5
2019,Turkmenistan,Ukraine,G,FI,P,0,0,0,5,5
2020,"Cote d'Ivoire",Ukraine,G,FI,P,0,0,0,11,11
2015,Tajikistan,Ukraine,G,FI,P,0,5,0,5,10
2018,Eritrea,Ukraine,G,FI,P,0,0,0,5,5
2016,Ethiopia,Ukraine,G,JR,P,0,0,0,5,5
2019,Kenya,Ukraine,G,JR,P,0,0,0,5,5
2017,Guinea,Ukraine,G,FI,P,0,5,0,5,10
2016,"Sierra Leone",Ukraine,G,FI,P,0,0,0,5,5
2021,Algeria,Ukraine,G,FI,P,0,0,0,5,5
2022,Guinea,Ukraine,G,JR,P,0,0,0,5,5
2022,Eritrea,Ukraine,G,JR,P,0,0,0,5,5
2018,Azerbaijan,Ukraine,G,FI,P,0,0,0,5,5
2014,Azerbaijan,Ukraine,G,FI,P,5,0,0,0,5
2023,Afghanistan,Ukraine,G,JR,P,0,0,0,5,5
2016,Cameroon,Ukraine,G,FI,P,0,0,0,5,5
2014,"Russian Federation",Ukraine,U,FI,P,0,0,0,14,14
2017,Pakistan,Ukraine,G,FI,P,0,0,0,12,12
2019,Kyrgyzstan,Ukraine,G,FI,P,5,0,0,0,5
2016,"Syrian Arab Rep.",Ukraine,U,FI,P,10,0,0,15,25
2017,Kazakhstan,Ukraine,G,FI,P,0,0,0,5,5
2022,Cameroon,Ukraine,G,FI,P,0,0,0,13,13
2015,Ethiopia,Ukraine,G,FI,P,0,0,0,5,5
2022,Haiti,Ukraine,G,JR,P,0,0,0,5,5
2015,Ethiopia,Ukraine,U,FI,P,5,0,0,0,5
2019,Tunisia,Ukraine,G,FI,P,0,0,0,5,5
2018,"Cote d'Ivoire",Ukraine,G,FI,P,0,0,0,5,5
2017,Zimbabwe,Ukraine,G,JR,P,0,0,0,5,5
2021,Türkiye,Ukraine,G,FI,P,0,0,0,12,12
2018,Cameroon,Ukraine,G,FI,P,0,0,0,10,10
2014,Cameroon,Ukraine,G,JR,P,5,0,0,0,5
2017,Eritrea,Ukraine,G,FI,P,0,0,0,5,5
2020,Libya,Ukraine,G,FI,P,0,5,0,0,5
2021,Guinea,Ukraine,G,JR,P,0,0,0,5,5
2020,Niger,Ukraine,G,FI,P,0,0,0,5,5
2024,Kazakhstan,Ukraine,G,JR,P,0,0,0,5,5
2022,Kazakhstan,Ukraine,G,FI,P,0,5,0,5,10
2018,Türkiye,Ukraine,G,FI,P,0,0,0,12,12
2019,"Viet Nam",Ukraine,G,FI,P,0,0,0,18,18
2021,Egypt,Ukraine,G,FI,P,0,0,0,5,5
2022,Ethiopia,Ukraine,G,FI,P,0,0,0,5,5
2017,Azerbaijan,Ukraine,G,FI,P,0,0,0,5,5
2017,"Viet Nam",Ukraine,G,FI,P,0,0,0,5,5
2016,Somalia,Ukraine,U,FI,P,24,0,0,5,29
2020,Senegal,Ukraine,G,FI,P,0,0,0,5,5
2019,Liberia,Ukraine,G,JR,P,0,0,0,11,11
2021,Kyrgyzstan,Ukraine,G,JR,P,0,5,0,0,5
2021,Morocco,Ukraine,G,FI,P,0,0,0,5,5
2018,Congo,Ukraine,G,FI,P,0,0,0,5,5
2016,Bangladesh,Ukraine,G,JR,P,0,0,0,5,5
2019,Gambia,Ukraine,G,JR,P,0,0,0,5,5
2023,Belarus,Ukraine,G,FI,P,0,12,0,0,12
2021,Eritrea,Ukraine,G,FI,P,0,0,0,5,5
2015,Türkiye,Ukraine,G,FI,P,0,5,0,0,5
2021,Armenia,Ukraine,G,FI,P,12,0,0,5,17
2014,Palestinian,Ukraine,G,FI,P,0,0,0,5,5
2019,Myanmar,Ukraine,G,FI,P,0,0,0,5,5
2020,"Sierra Leone",Ukraine,G,FI,P,0,0,0,5,5
2016,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,G,FI,P,5,0,0,0,5
2022,Pakistan,Ukraine,G,FI,P,0,0,0,20,20
2015,Armenia,Ukraine,G,JR,P,5,0,0,0,5
2018,Sudan,Ukraine,G,FI,P,0,0,0,5,5
2019,Libya,Ukraine,G,FI,P,0,0,0,12,12
2016,"Dem. Rep. of the Congo",Ukraine,U,FI,P,5,0,0,0,5
2015,"Russian Federation",Ukraine,U,FI,P,0,0,0,10,10
2016,Georgia,Ukraine,G,FI,P,0,0,0,12,12
2019,Algeria,Ukraine,G,JR,P,0,0,0,5,5
2021,Sudan,Ukraine,G,FI,P,0,0,0,10,10
2022,Angola,Ukraine,G,FI,P,0,0,0,5,5
2017,India,Ukraine,G,JR,P,0,0,0,16,16
2019,"Russian Federation",Ukraine,U,FI,P,5,0,0,0,5
2022,"Dem. Rep. of the Congo",Ukraine,G,FI,P,5,0,0,0,5
2016,"Iran (Islamic Rep. of)",Ukraine,U,FI,P,5,0,0,0,5
2019,Nepal,Ukraine,G,FI,P,0,0,0,5,5
2017,Uganda,Ukraine,G,JR,P,0,0,0,5,5
2021,"Cote d'Ivoire",Ukraine,G,FI,P,0,0,0,5,5
2021,Ethiopia,Ukraine,G,FI,P,0,0,0,5,5
2014,"Sri Lanka",Ukraine,G,FI,P,0,0,0,13,13
2017,"Russian Federation",Ukraine,G,JR,P,11,0,0,0,11
2014,"Syrian Arab Rep.",Ukraine,U,FI,P,0,0,0,5,5
2022,Palestinian,Ukraine,G,JR,P,0,0,0,5,5
2019,Georgia,Ukraine,G,JR,P,0,0,0,59,59
2019,Angola,Ukraine,G,FI,P,0,0,0,5,5
2022,India,Ukraine,G,FI,P,0,0,0,12,12
2022,Colombia,Uruguay,G,FI,P,14,0,0,5,19
2015,"El Salvador",Uruguay,G,FI,P,0,0,0,5,5
2019,Nicaragua,Uruguay,G,FI,P,5,0,0,5,10
2014,Colombia,Uruguay,G,FI,P,5,0,0,14,19
2022,Morocco,Uruguay,G,FI,P,0,0,0,5,5
2018,Colombia,Uruguay,G,FI,P,14,0,0,5,19
2020,Pakistan,Uruguay,G,FI,P,0,0,0,5,5
2014,Brazil,Uruguay,G,FI,P,0,0,0,5,5
2023,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,157,0,0,195,352
2021,"Syrian Arab Rep.",Uruguay,G,FI,P,5,0,0,0,5
2019,Argentina,Uruguay,G,FI,P,0,0,0,5,5
2019,Senegal,Uruguay,G,FI,P,0,0,0,41,41
2020,"Dominican Rep.",Uruguay,G,FI,P,0,0,0,37,37
2020,Guinea,Uruguay,G,FI,P,0,0,0,5,5
2016,Argentina,Uruguay,G,FI,P,5,0,0,0,5
2019,"Syrian Arab Rep.",Uruguay,G,FI,P,0,0,0,5,5
2014,Peru,Uruguay,G,FI,P,0,0,0,5,5
2017,"Syrian Arab Rep.",Uruguay,G,FI,P,0,0,0,5,5
2020,Haiti,Uruguay,G,FI,P,0,0,0,5,5
2023,"Dominican Rep.",Uruguay,G,FI,P,0,0,0,92,92
2020,Egypt,Uruguay,G,FI,P,0,0,0,5,5
2021,Afghanistan,Uruguay,G,FI,P,5,0,0,0,5
2015,"Syrian Arab Rep.",Uruguay,G,FI,P,11,0,0,0,11
2015,Nigeria,Uruguay,G,FI,P,0,0,0,5,5
2022,Chile,Uruguay,G,FI,P,0,0,0,5,5
2023,Ecuador,Uruguay,G,FI,P,5,0,0,0,5
2015,Mexico,Uruguay,G,FI,P,5,0,0,0,5
2020,Morocco,Uruguay,G,FI,P,0,0,0,12,12
2019,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,58,0,0,28,86
2021,Pakistan,Uruguay,G,FI,P,5,0,0,0,5
2015,Colombia,Uruguay,G,FI,P,10,0,0,5,15
2020,"Russian Federation",Uruguay,G,FI,P,0,0,0,5,5
2016,Ukraine,Uruguay,G,FI,P,0,0,0,5,5
2021,Cuba,Uruguay,G,FI,P,0,0,0,518,518
2019,Paraguay,Uruguay,G,FI,P,5,0,0,0,5
2024,Colombia,Uruguay,G,FI,P,0,0,0,5,5
2016,Nigeria,Uruguay,G,FI,P,5,0,0,0,5
2016,"Syrian Arab Rep.",Uruguay,G,FI,P,0,0,0,5,5
2021,"Dominican Rep.",Uruguay,G,FI,P,0,0,0,5,5
2022,Haiti,Uruguay,G,FI,P,0,0,0,10,10
2022,Bangladesh,Uruguay,G,FI,P,0,0,0,30,30
2024,Cuba,Uruguay,G,FI,P,5,0,0,385,390
2022,Mexico,Uruguay,G,FI,P,5,0,0,0,5
2020,"Syrian Arab Rep.",Uruguay,G,FI,P,0,0,0,5,5
2014,"El Salvador",Uruguay,G,FI,P,5,0,0,0,5
2021,Haiti,Uruguay,G,FI,P,5,0,0,0,5
2020,Senegal,Uruguay,G,FI,P,0,0,0,152,152
2019,Türkiye,Uruguay,G,FI,P,10,0,0,0,10
2022,"Bolivia (Plurinational State of)",Uruguay,G,FI,P,5,0,0,0,5
2019,Colombia,Uruguay,G,FI,P,14,0,0,0,14
2022,Peru,Uruguay,G,FI,P,0,0,0,5,5
2016,Colombia,Uruguay,G,FI,P,5,0,0,5,10
2014,"Syrian Arab Rep.",Uruguay,G,FI,P,5,0,0,0,5
2023,Peru,Uruguay,G,FI,P,0,0,0,11,11
2023,Colombia,Uruguay,G,FI,P,0,0,0,12,12
2020,Colombia,Uruguay,G,FI,P,0,0,0,13,13
2020,Yemen,Uruguay,G,FI,P,0,0,0,5,5
2022,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,207,0,0,336,543
2019,"El Salvador",Uruguay,G,FI,P,0,0,0,13,13
2020,Brazil,Uruguay,G,FI,P,0,0,0,5,5
2016,"Russian Federation",Uruguay,G,FI,P,0,0,0,5,5
2018,Brazil,Uruguay,G,FI,P,0,0,0,5,5
2016,Libya,Uruguay,G,FI,P,5,0,0,0,5
2019,"Dominican Rep.",Uruguay,G,FI,P,0,0,0,13,13
2014,Mexico,Uruguay,G,FI,P,0,0,0,5,5
2017,Colombia,Uruguay,G,FI,P,10,0,0,0,10
2021,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,189,0,0,114,303
2017,"United States of America",Uruguay,G,FI,P,0,0,0,5,5
2018,Nigeria,Uruguay,G,FI,P,5,0,0,5,10
2019,Nigeria,Uruguay,G,FI,P,0,0,0,13,13
2022,Ghana,Uruguay,G,FI,P,0,0,0,5,5
2022,"Dominican Rep.",Uruguay,G,FI,P,0,0,0,82,82
2016,Austria,Uruguay,G,FI,P,0,0,0,5,5
2017,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,0,0,0,5,5
2015,"Bolivia (Plurinational State of)",Uruguay,G,FI,P,5,0,0,0,5
2019,Spain,Uruguay,G,FI,P,0,0,0,5,5
2015,Cuba,Uruguay,G,FI,P,5,0,0,0,5
2017,Paraguay,Uruguay,G,FI,P,5,0,0,0,5
2023,Bangladesh,Uruguay,G,FI,P,0,0,0,122,122
2020,Cameroon,Uruguay,G,FI,P,5,0,0,0,5
2020,"El Salvador",Uruguay,G,FI,P,5,0,0,0,5
2022,Afghanistan,Uruguay,G,FI,P,0,0,0,5,5
2022,Nigeria,Uruguay,G,FI,P,5,0,0,5,10
2022,Senegal,Uruguay,G,FI,P,0,0,0,72,72
2024,Morocco,Uruguay,G,FI,P,0,0,0,5,5
2016,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,0,0,0,5,5
2020,Nicaragua,Uruguay,G,FI,P,0,0,0,5,5
2024,"Dominican Rep.",Uruguay,G,FI,P,0,0,0,46,46
2022,Ukraine,Uruguay,G,FI,P,10,0,0,0,10
2017,Türkiye,Uruguay,G,FI,P,5,0,0,0,5
2020,Bangladesh,Uruguay,G,FI,P,0,0,0,24,24
2022,Pakistan,Uruguay,G,FI,P,0,0,0,11,11
2020,"Venezuela (Bolivarian Republic of)",Uruguay,G,FI,P,153,0,0,84,237
2020,Nigeria,Uruguay,G,FI,P,0,0,0,5,5
