un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
A/H,Committee on the Rights of the Child, 2016,Botswana,Women & girls, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Women & girls,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Business & Human Rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Business & Human Rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Business & Human Rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Business & Human Rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups, Right to development,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Indigenous peoples,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,Minorities/ racial,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,ethnic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,linguistic,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2016,Botswana,religious or descent-based groups,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Minorities/ racial,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,ethnic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,linguistic,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,religious or descent-based groups,Right to education,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cooperation & consultation with civil society,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Budget & resources (for human rights implementation),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Administration of justice & fair trial,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Freedom of opinion and expression & access to information,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Access to justice & remedy,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Right to adequate housing,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Right to adequate housing,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,not provided,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Judges,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Judges,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Judges,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,lawyers,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,lawyers,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,lawyers,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,prosecutors,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,prosecutors,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,prosecutors,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2015,Viet Nam,Minorities/ racial,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
